SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
NJ08,0,HELIPORT,13589.01*H,STONE HARBOR GOLF CLUB,Eastern,NJ,CAPE MAY,CAPE MAY COURT HOUSE,39.10677778,-74.80791667,14,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1990,,,,,,N,,Y,,,,,,13589.01*H,NJ,H1,50,50,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
36NJ,0,HELIPORT,13591.01*H,COLLIERS MILLS,Eastern,NJ,OCEAN,CASSVILLE,40.06344444,-74.44125,130,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13591.01*H,NJ,H1,1800,200,TURF-F,TURF,,,,H1,,,,NONE,F,40.06344444,-74.44125,130,,,,,,,,,,,,,,,TREES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
2JY5,FALSE,HELIPORT,13614.*H,JET LINE SOUTH,Eastern,NJ,BURLINGTON,CINNAMINSON,40.01583333,-74.97577778,45,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13614.*H,NJ,H1,25,25,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
47NJ,0,HELIPORT,13629.01*H,METROPOLITAN ELECTRIC,Eastern,NJ,PASSAIC,CLIFTON,40.89388889,-74.16111111,220,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1990,,,,,,Y,,Y,,,,,,13629.01*H,NJ,H1,50,50,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/7/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ26,FALSE,HELIPORT,13629.*H,HOFFMANN-LA ROCHE INC,Eastern,NJ,PASSAIC,CLIFTON,40.83480556,-74.15263889,210,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,Y,,Y,,,,,,13629.*H,NJ,H1,100,100,ASPH-F,ASPH,,,,H1,,,N,NONE,F,40.83480556,-74.15263889,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
51NJ,0,HELIPORT,13633.01*H,GERMANIA,Eastern,NJ,ATLANTIC,COLOGNE,39.49038889,-74.60680556,65,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1985,,,,123.05,,N,,Y-L,,,,,,13633.01*H,NJ,H1,120,120,ASPH-CONC,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
59NJ,0,HELIPORT,13635.02*H,DUE PROCESS STABLES,Eastern,NJ,MONMOUTH,COLTS NECK,40.30452778,-74.10791667,75,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,123.05,,N,,Y-L,,,,,,13635.02*H,NJ,H1,250,250,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
60NJ,0,HELIPORT,13635.24*H,TRUMP NATIONAL GOLF CLUB COLTS NECK,Eastern,NJ,MONMOUTH,COLTS NECK,40.27661111,-74.177,84,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13635.24*H,NJ,H1,40,40,TURF-E,TURF,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ28,0,HELIPORT,13635.01*H,NWS EARLE,Eastern,NJ,MONMOUTH,COLTS NECK,40.25427778,-74.16902778,210,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13635.01*H,NJ,H1,100,100,ASPH-F,ASPH,,,,H1,,,,NONE,F,40.25427778,-74.16902778,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ29,0,HELIPORT,13639.5*H,SOUTH COUNTY,Eastern,NJ,MIDDLESEX,CRANBURY,40.30008333,-74.53291667,100,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13639.5*H,NJ,H1,800,100,TURF,TURF,,,,H1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
37NJ,1,HELIPORT,13646.02*H,DEEPWATER,Eastern,NJ,SALEM,DEEPWATER,39.69744444,-75.49530556,3.2,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,15W,1985,,,,,,N,,Y-L,,,,,,13646.02*H,NJ,H1,51,51,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ36,0,HELIPORT,13665.25*H,SOVEREL PARK,Eastern,NJ,ESSEX,EAST ORANGE,40.78286111,-74.21819444,150,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y,,,,,,13665.25*H,NJ,H1,360,280,TURF-F,TURF,,,,H1,,,,NONE,F,40.78286111,-74.21819444,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ37,0,HELIPORT,13665.251*H,ELMWOOD PARK,Eastern,NJ,ESSEX,EAST ORANGE,40.75341667,-74.21708333,160,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y,,,,,,13665.251*H,NJ,H1,300,285,TURF-F,TURF,,,,H1,,,,NONE,F,40.75341667,-74.21708333,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ38,1,HELIPORT,13665.252*H,MARTENS STADIUM,Eastern,NJ,ESSEX,EAST ORANGE,40.77397222,-74.20930556,145,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y,,,,,,13665.252*H,NJ,H1,360,210,TURF-F,TURF,,,,H1,,,,NONE,F,40.77397222,-74.20930556,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
0NJ5,1,HELIPORT,13665.6*H,MEADOWLANDS #2 NJ SPORTS COMPLEX,Eastern,NJ,BERGEN,EAST RUTHERFORD,40.81563889,-74.07055556,9,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,SEE RMK,,,,CGY,Y-L,,,,,,13665.6*H,NJ,H1,56,56,ASPH-G,ASPH,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,5/17/2010 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ76,0,HELIPORT,13669.02*H,HQ 78TH DIVISION,Eastern,NJ,MIDDLESEX,EDISON,40.52452778,-74.42569444,115,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1990,,,,,,N,,Y,,,,,,13669.02*H,NJ,H1,75,75,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ44,0,HELIPORT,13684.1*H,LIBERTY HALL,Eastern,NJ,UNION,ELIZABETH,40.67508333,-74.24541667,43,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13684.1*H,NJ,H1,200,200,TURF-F,TURF,,,,H1,,,N,NONE,F,40.67508333,-74.24541667,43,,,,,,,,,,,,,,,TREES,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
42NJ,1,HELIPORT,13686.02*H,"INSPIRA MEDICAL CENTER, INC / ELMER HOSP",Eastern,NJ,SALEM,ELMER,39.58916667,-75.18152778,95,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1990,,,,,,N,,Y,,,,,,13686.02*H,NJ,H1,25,25,CONC,CONC,,,,H1,,,,,,39.58916667,-75.18152778,95,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,5/24/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
80NJ,1,HELIPORT,13707.05*H,CS LAKE CENTER,Eastern,NJ,BURLINGTON,EVESHAM,39.89963889,-74.93563889,82,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,,,,,,,,,,Y-L,,,,,,13707.05*H,NJ,H1,45,45,CONC-E,CONC,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
JY00,0,HELIPORT,13708.*H,PIO COSTA ENTERPRISES,Eastern,NJ,ESSEX,FAIRFIELD,40.86286111,-74.31736111,170,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1995,,,,,,N,,,,,,,,13708.*H,NJ,H1,20,20,ASPH-TURF,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
32NJ,0,HELIPORT,13723.71*H,GEORGE HARMS CONST,Eastern,NJ,MONMOUTH,FARMINGDALE,40.20844444,-74.17458333,100,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,123.075,,N,,Y-L,,,,,,13723.71*H,NJ,H1,20,20,CONC-F,CONC,,,,H1,,,,NONE,F,40.20844444,-74.17458333,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
63NJ,0,HELIPORT,13723.72*H,HOWELL TOWNSHIP POLICE,Eastern,NJ,MONMOUTH,FARMINGDALE,40.17177778,-74.17847222,95,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,N,,,,,,13723.72*H,NJ,H1,150,150,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
74NJ,0,HELIPORT,13723.73*H,CRUZ FARM,Eastern,NJ,MONMOUTH,FARMINGDALE,40.18677778,-74.15069444,60,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13723.73*H,NJ,H1,100,100,CONC-TURF,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
JY01,1,HELIPORT,13727.01*H,HUNTERDON MEDICAL CENTER,Eastern,NJ,HUNTERDON,FLEMINGTON,40.53197222,-74.86205556,215,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13727.01*H,NJ,H1,40,40,CONC,CONC,,,,H1,,,,,,40.53197222,-74.86205556,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/18/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
25NJ,1,HELIPORT,13728.01*H,ATLANTIC HEALTH JETS TRAINING CENTER,Eastern,NJ,MORRIS,FLORHAM PARK,40.78055556,-74.4175,190,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y-L,,,,,,13728.01*H,NJ,H1,55,55,CONC-F,CONC,,,PERI,H1,,,,,,40.78055556,-74.4175,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADO,2/8/2018 0:00,,,,,,,ADO,2/8/2018 0:00,ADO,2/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ51,0,HELIPORT,13728.2*H,FLORHAM PARK,Eastern,NJ,MORRIS,FLORHAM PARK,40.79175,-74.38291667,186,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13728.2*H,NJ,H1,60,60,ASPH-F,ASPH,,,,H1,,,,NONE,F,40.79175,-74.38291667,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ53,0,HELIPORT,13739.1*H,NJ HWY AUTH-ADMIN BLDG HELISPOT,Eastern,NJ,MIDDLESEX,FORDS,40.53730556,-74.29819444,112,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13739.1*H,NJ,H1,100,100,CONC-G,CONC,,,,H1,,,N,NONE,F,40.53730556,-74.29819444,112,,,,,,,,,,,,,,,PLINE,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
5NJ8,0,HELIPORT,13740.01*H,OYSTER CREEK GENERATING STATION,Eastern,NJ,OCEAN,FORKED RIVER,39.81594444,-74.20386111,19,,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,2000,,,,,,N,,Y,,,,,,13740.01*H,NJ,H1,75,75,TURF-G,TURF,,,,H1,,,,BSC,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,12/20/2000 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
66NJ,0,HELIPORT,13740.*H,FORKED RIVER,Eastern,NJ,OCEAN,FORKED RIVER,39.83983333,-74.17763889,13,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1980,,,,,,N,,,,,,,,13740.*H,NJ,H1,150,150,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ54,0,HELIPORT,13743.*H,GEORGE WASHINGTON BRIDGE,Eastern,NJ,BERGEN,FORT LEE,40.85008333,-73.96622222,330,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,N,,,,N,,Y,,,,,,13743.*H,NJ,H1,75,75,ASPH-F,ASPH,,,,H1,,,N,NONE,F,40.85008333,-73.96622222,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ55,0,HELIPORT,13743.5*H,GREELY HELIPAD,Eastern,NJ,MONMOUTH,FORT MONMOUTH,40.31675,-74.03288889,25,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,,,,,,,13743.5*H,NJ,H1,50,50,TURF-F,TURF,,,,H1,,,,NONE,F,40.31675,-74.03288889,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ85,0,HELIPORT,13744.7*H,ATRIUM AT SOMERSET,Eastern,NJ,SOMERSET,FRANKLIN,40.53675,-74.52236111,68,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1990,,,,,,N,,Y,,,,,,13744.7*H,NJ,H1,45,45,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ77,1,HELIPORT,13744.71*H,WARREN COUNTY PUBLIC SAFETY DEPT,Eastern,NJ,WARREN,FRANKLIN,40.74097222,-75.0215,411,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13744.71*H,NJ,H1,100,100,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
79NJ,FALSE,HELIPORT,13744.8*H,PHILIPS LIGHTING CO,Eastern,NJ,SOMERSET,FRANKLIN TOWNSHIP,40.53805556,-74.52694444,61,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1990,,,,,,N,,,,,,,,13744.8*H,NJ,H1,40,40,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
18NJ,0,HELIPORT,13746.21*H,MANALAPAN TOWNSHIP-VILLAGE GREEN,Eastern,NJ,MONMOUTH,FREEHOLD,40.27952778,-74.32930556,100,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13746.21*H,NJ,H1,100,100,TURF-F,TURF,,,,H1,,,,NONE,F,40.27952778,-74.32930556,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
33NJ,1,HELIPORT,13746.23*H,CENTRA STATE MEDICAL CENTER,Eastern,NJ,MONMOUTH,FREEHOLD,40.23675,-74.31097222,169,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13746.23*H,NJ,H1,60,60,ASPH,ASPH,,,,H1,,,,,,40.23675,-74.31097222,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,8/12/2011 0:00,,,,,,,FAA-EST IMAGERY,4/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
JY14,0,HELIPORT,13746.25*H,HALKA,Eastern,NJ,MONMOUTH,FREEHOLD,40.22083333,-74.39166667,150,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,13W,1995,,,,,,Y,,,,,,,,13746.25*H,NJ,H1,1000,75,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
