,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role,DD_Latitudes,DD_Longitudes
430,12694.*A,AIRPORT,CEK,2022-03-24,ACE,NONE,NE,NEBRASKA,SALINE,NE,CRETE,CRETE MUNI,PU,PU,CRETE ARPT AUTH,PO BOX 86,"CRETE, NE 68333-0086",(402) 826-7673,SHAUN KRZYCKI,"2429 COUNTY ROAD F, CRETE AVIATION","CRETE, NE 68333-0014",402-310-6124,040-37-06.1600N,146226.1562N,096-55-32.5500W,0348932.5513W,E,1499.5,S,05E,2000.0,,OMAHA,2.0,E,211.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1949-12-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-05-12,,100LL A,MAJOR,MAJOR,NONE,NONE,SS-SR,SS-SR,N,122.8,122.8,Y,CG,N,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,19700.0,3320.0,300.0,2020-05-12,FAA-EST,2007-11-06,3RD PARTY SURVEY,2007-06-13,,"HGR,TIE","INSTR,PAJA,SALES",Y-L,KCEK,,Local,40.61837672222222,-96.92570869444445
431,12697.*A,AIRPORT,47V,2022-03-24,ACE,NONE,NE,NEBRASKA,FRONTIER,NE,CURTIS,CURTIS MUNI,PU,PU,CURTIS AIRPORT AUTHORITY,PO BOX 11,"CURTIS, NE 69025-0011",(308) 362-7088,TOM BROWN,PO BOX 131,"CURTIS, NE 69025-0131",(308) 367-7352,040-38-19.5000N,146299.5000N,100-28-24.3000W,0361704.3000W,E,2677.4,S,06E,2015.0,,OMAHA,2.0,E,189.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1947-10-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2021-08-03,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3000.0,300.0,,2021-08-26,3RD PARTY SURVEY,2009-07-28,3RD PARTY SURVEY,2009-07-28,,TIE,,Y-L,,,Basic,40.63875,-100.47341666666667
432,12854.*A,AIRPORT,OMA,2022-03-24,ACE,NONE,NE,NEBRASKA,DOUGLAS,NE,OMAHA,EPPLEY AIRFIELD,PU,PU,OMAHA AIRPORT AUTHORITY,"4501 ABBOTT DRIVE, SUITE 2300","OMAHA, NE 68110",402-661-8000,MR. DAVID L. ROTH,"4501 ABBOTT DRIVE, SUITE 2300","OMAHA, NE 68110",402-661-8000,041-18-11.4000N,148691.4000N,095-53-38.6000W,0345218.6000W,E,984.5,S,02E,2020.0,,OMAHA,3.0,NE,2650.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OMA,Y,1940-04-01,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,2021-04-08,,100LL A A+ A1 A1+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SEE RMK,Y,122.95,,N,CG,N,,34.0,13.0,42.0,,,,,34136.0,,14042.0,6468.0,15610.0,1452.0,2021-01-20,3RD PARTY SURVEY,2012-06-27,3RD PARTY SURVEY,2012-06-27,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR",Y-L,KOMA,Medium,,41.30316666666666,-95.89405555555555
433,12861.*A,AIRPORT,ODX,2022-03-24,ACE,NONE,NE,NEBRASKA,VALLEY,NE,ORD,EVELYN SHARP FLD,PU,PU,VALLEY COUNTY AIRPORT AUTHORITY,81385 HIGHWAY 11,"ORD, NE 68862-5354",(308) 750-5126,DAVE WILLIAMS,81385 HIGHWAY 11,"ORD, NE 68862-5354",308-750-5126,041-37-25.3000N,149845.3000N,098-57-06.7000W,0356226.7000W,E,2070.0,S,05E,2010.0,,OMAHA,2.0,NW,172.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,ODX,Y,1947-01-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2021-06-08,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,6700.0,1600.0,,2021-06-08,3RD PARTY SURVEY,2007-06-17,3RD PARTY SURVEY,2007-06-17,,"HGR,TIE","AGRI,INSTR",Y-L,KODX,,Basic,41.62369444444444,-98.95186111111111
434,12704.*A,AIRPORT,FBY,2022-03-24,ACE,NONE,NE,NEBRASKA,JEFFERSON,NE,FAIRBURY,FAIRBURY MUNI,PU,PU,FAIRBURY AIRPORT AUTHORITY,56869 714 ROAD,"FAIRBURY, NE 68352-4039",(402) 729-2250,SANDI DECKER,56869 714 ROAD,"FAIRBURY, NE 68352-4039",402-729-7161,040-10-55.1000N,144655.1000N,097-10-04.4000W,0349804.4000W,E,1478.6,S,06E,2000.0,,OMAHA,3.0,NE,320.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2021-05-13,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,18.0,2.0,0.0,0.0,0.0,0.0,0.0,,,100.0,5500.0,1500.0,100.0,2018-08-01,3RD PARTY SURVEY,2013-06-04,3RD PARTY SURVEY,2010-05-14,,"HGR,TIE","AGRI,CHTR,INSTR,RNTL",Y-L,KFBY,,Local,40.18197222222222,-97.1678888888889
435,12705.*A,AIRPORT,FMZ,2022-03-24,ACE,NONE,NE,NEBRASKA,FILLMORE,NE,FAIRMONT,FAIRMONT STATE AIRFIELD,PU,PU,NEBRASKA DEPT OF AERONAUTICS,PO BOX 82088,"LINCOLN, NE 68501-2088",402-471-2371,TIM KRIENERT,"13 AIRBASE ROAD, FAIRMONT STATE AIRFIELD","FAIRMONT, NE 68354-4057",402-266-1890,040-35-09.9500N,146109.9513N,097-34-23.2900W,0351263.2916W,E,1636.4,S,07E,1990.0,,OMAHA,3.0,S,687.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1944-07-01,O,,NP13,NO OBJECTION,N,N,N,Y,S,S,2021-08-18,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1450.0,170.0,5.0,2021-08-18,FAA-EST,2007-06-16,3RD PARTY SURVEY,2007-06-15,,"HGR,TIE","AGRI,INSTR",Y-L,KFMZ,,Local,40.586097583333334,-97.57313655555555
436,12621.*A,AIRPORT,K01,2022-03-24,ACE,NONE,NE,NEBRASKA,NEMAHA,NE,AUBURN,FARINGTON FLD,PU,PU,CITY OF AUBURN,P.O. BOX 483,"AUBURN, NE 68305-0483",(402) 274-3420,KENDALL NEIMAN,1321 F STREET,"AUBURN, NE 68305",402-274-8386,040-23-12.0000N,145392.0000N,095-47-16.8000W,0344836.8000W,E,924.4,S,02E,2020.0,,OMAHA,3.0,E,111.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1946-10-01,O,,N1,NOT ANALYZED,N,N,N,Y,S,S,2019-04-08,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y-L,CG,N,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1300.0,650.0,26.0,2019-04-08,3RD PARTY SURVEY,2016-11-22,3RD PARTY SURVEY,2016-11-22,,"HGR,TIE",,Y-L,,,Basic,40.38666666666666,-95.788
437,12958.1*A,AIRPORT,0J9,2022-03-24,ACE,NONE,NE,NEBRASKA,SEWARD,NE,UTICA,FLYING V,PR,PU,KENNETH VOLZKE,VOLZKE CORPORATION,"UTICA, NE 68456",402-534-3131,KENNETH VOLZKE,VOLZKE CORPORATION,"UTICA, NE 68456",402-534-3131,040-52-03.9500N,147123.9500N,097-21-13.8500W,0350473.8550W,E,1585.0,E,07E,1985.0,,OMAHA,2.0,S,195.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1969-02-01,O,,,CONDITIONAL,,,,,S,S,2004-04-15,,,,,NONE,NONE,,,N,,122.9,N,,N,,3.0,,,,,,,,,,1700.0,300.0,,2004-04-15,FAA OE/AAA,2014-10-14,,,,,AGRI,Y,,,,40.867763888888895,-97.3538486111111
438,12716.*A,AIRPORT,FET,2022-03-24,ACE,NONE,NE,NEBRASKA,DODGE,NE,FREMONT,FREMONT MUNI,PU,PU,CITY OF FREMONT,400 EAST MILITARY AVENUE,"FREMONT, NE 68025-5141",402-727-2636,MARK VYHLIDAL,97 WEST 3RD STREET,"FREMONT, NE 68025-4945",402-727-2691,041-26-59.8000N,149219.8000N,096-31-16.3000W,0347476.3000W,E,1204.0,S,03E,2015.0,,OMAHA,2.0,NW,639.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,FET,Y,1941-03-01,O,,NGY,NOT ANALYZED,N,N,N,N,S,S,2020-04-01,,100LL A,MAJOR,MAJOR,HIGH,LOW,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,37.0,4.0,0.0,3.0,0.0,0.0,0.0,,,3600.0,12200.0,6350.0,100.0,2020-04-01,3RD PARTY SURVEY,2010-08-30,3RD PARTY SURVEY,2010-08-30,,TIE,"INSTR,RNTL",Y-L,KFET,,Local,41.44994444444444,-96.52119444444443
439,12865.*A,AIRPORT,OKS,2022-03-24,ACE,NONE,NE,NEBRASKA,GARDEN,NE,OSHKOSH,GARDEN COUNTY/KING RHILEY FLD,PU,PU,GARDEN COUNTY ARPT AUTHORITY,P.O. BOX 38,"OSHKOSH, NE 69154-0038",(775) 224-6409,DONALD ROBERTSON,P.O. BOX 38,"OSHKOSH, NE 69154-0038",(775) 224-6409,041-24-06.8800N,149046.8799N,102-21-22.8700W,0368482.8656W,E,3394.1,S,09E,2005.0,,CHEYENNE,1.0,SW,181.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1948-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-05-16,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,70.0,4000.0,2200.0,,2019-05-16,FAA-EST,2007-11-09,3RD PARTY SURVEY,2007-10-26,,"HGR,TIE",AGRI,Y-L,KOKS,,Basic,41.40191108333333,-102.35635155555555
440,12741.*A,AIRPORT,GTE,2022-03-24,ACE,NONE,NE,NEBRASKA,DAWSON,NE,GOTHENBURG,GOTHENBURG MUNI,PU,PU,GOTHENBURG AIRPORT AUTHORITY,P.O. BOX 267,"GOTHENBURG, NE 69138-0267",(308) 529-2594,GREGORY M. MATTHIES,P.O. BOX 267,"GOTHENBURG, NE 69138-0267",308-537-2384,040-55-31.7400N,147331.7400N,100-08-47.6500W,0360527.6500W,E,2558.8,E,08E,1985.0,,OMAHA,1.0,E,167.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1948-11-01,O,,1,NOT ANALYZED,N,N,N,Y,S,S,2021-08-05,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,16.0,,,,,0.0,,,,,240.0,360.0,,2021-08-05,FAA,2009-10-06,FAA,2015-09-01,,"HGR,TIE",AGRI,Y-L,KGTE,,,40.925483333333325,-100.14656944444445
441,12748.*A,AIRPORT,GGF,2022-03-24,ACE,NONE,NE,NEBRASKA,PERKINS,NE,GRANT,GRANT MUNI,PU,PU,CITY OF GRANT,"PO BOX 614, 342 CENTRAL AVENUE","GRANT, NE 69140-0614",308-352-6722,EDWARD DUNN,P.O. BOX 614,"GRANT, NE 69140-0614",(308) 352-2100,040-52-14.3900N,147134.3881N,101-44-01.9700W,0366241.9659W,E,3424.6,S,09E,1990.0,,CHEYENNE,2.0,N,95.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1958-12-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2021-05-25,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,13.0,2.0,0.0,0.0,0.0,0.0,0.0,,,2100.0,7500.0,5000.0,,2021-05-25,FAA-EST,2007-10-29,3RD PARTY SURVEY,2007-08-24,,"HGR,TIE",AGRI,Y-L,KGGF,,Basic,40.87066336111111,-101.73387941666667
442,12752.4*A,AIRPORT,0B4,2022-03-24,ACE,NONE,NE,NEBRASKA,CEDAR,NE,HARTINGTON,HARTINGTON MUNI/ BUD BECKER FLD,PU,PU,HARTINGTON AIRPORT AUTHORITY,"P.O. BOX 14, 302 S. CEDAR AVENUE","HARTINGTON, NE 68739-0014",402-841-0610,TOM BECKER,56395 881 ROAD,"HARTINGTON, NE 68739-4021",402-841-0659,042-36-11.1000N,153371.1000N,097-15-12.6000W,0350112.6000W,E,1388.1,S,06E,2000.0,,OMAHA,2.0,SE,243.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1949-02-01,O,,N1,NOT ANALYZED,,,,,S,S,2019-06-13,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5400.0,950.0,,2019-06-12,3RD PARTY SURVEY,2008-07-13,3RD PARTY SURVEY,2008-07-13,,"HGR,TIE","AGRI,INSTR,RNTL",Y-L,,,Basic,42.60308333333334,-97.25349999999999
443,12755.*A,AIRPORT,HSI,2022-03-24,ACE,NONE,NE,NEBRASKA,ADAMS,NE,HASTINGS,HASTINGS MUNI,PU,PU,CITY OF HASTINGS,220 N. HASTINGS AVENUE,"HASTINGS, NE 68901-5144",402-469-7063,DEBRA BERGMANN,220 N. HASTINGS AVENUE,"HASTINGS, NE 68901-5144",402-469-7063,040-36-18.9000N,146178.9000N,098-25-40.4000W,0354340.4000W,E,1961.2,S,07E,1995.0,,OMAHA,2.0,NW,504.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,HSI,Y,1940-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,F,S,2019-05-30,,100LL A,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,20.0,3.0,0.0,0.0,0.0,0.0,0.0,,,600.0,8300.0,8000.0,100.0,2019-05-30,3RD PARTY SURVEY,2009-07-12,3RD PARTY SURVEY,2009-07-12,,"HGR,TIE","AGRI,AMB",Y-L,KHSI,,Local,40.60525,-98.4278888888889
444,12761.*A,AIRPORT,HJH,2022-03-24,ACE,NONE,NE,NEBRASKA,THAYER,NE,HEBRON,HEBRON MUNI,PU,PU,HEBRON ARPT AUTHORITY,P.O. BOX 256,"HEBRON, NE 68370-0256",(402) 768-6597,WILLIAM LINTON,1115 OLIVE AVE,"HEBRON, NE 68370-1317",(402) 768-6597,040-09-07.0000N,144547.0000N,097-35-04.3000W,0351304.3000W,E,1468.2,S,04E,2015.0,,OMAHA,1.0,S,217.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,HJH,Y,1941-03-01,O,,NGY,NO OBJECTION,N,N,N,N,S,S,2021-05-06,,100LL A,,,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,6.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,4880.0,540.0,80.0,2021-05-06,NGS,2011-12-07,3RD PARTY SURVEY,2011-12-07,,"HGR,TIE","AGRI,INSTR",Y-L,KHJH,,Basic,40.151944444444446,-97.58452777777777
445,12776.*A,AIRPORT,IML,2022-03-24,ACE,NONE,NE,NEBRASKA,CHASE,NE,IMPERIAL,IMPERIAL MUNI,PU,PU,IMPERIAL AIRPORT AUTHORITY,"P.O. BOX 637, BOX 637","IMPERIAL, NE 69033-0637",308-882-5643,KEN SCHILKE,P.O. BOX 637,"IMPERIAL, NE 69033-0637",308-883-1593,040-30-37.1700N,145837.1744N,101-37-12.5300W,0365832.5257W,E,3276.0,S,09E,2000.0,,CHEYENNE,1.0,SE,213.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,IML,Y,1943-01-01,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2021-05-25,,100LL,,,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,15.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1000.0,7500.0,1200.0,,2021-05-25,FAA-EST,2008-03-11,3RD PARTY SURVEY,2006-06-26,,TIE,AGRI,Y-L,KIML,,Local,40.51032622222222,-101.62014602777778
446,12790.*A,AIRPORT,LXN,2022-03-24,ACE,NONE,NE,NEBRASKA,DAWSON,NE,LEXINGTON,JIM KELLY FLD,PU,PU,LEXINGTON AIRPORT AUTHORITY,P.O. BOX 972,"LEXINGTON, NE 68850-0972",308-324-8770,NATHAN MASTEN,1501 NORTH AIRPORT ROAD,"LEXINGTON, NE 68850-3471",308-324-8770,040-47-25.5200N,146845.5250N,099-46-33.2900W,0359193.2910W,E,2412.6,S,07E,2005.0,,OMAHA,2.0,NW,275.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,LXN,Y,1946-01-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2021-08-04,,100LL A+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.0,123.0,N,CG,N,,22.0,1.0,0.0,1.0,1.0,0.0,0.0,,,400.0,8100.0,2100.0,40.0,2021-08-04,NACO,2006-06-29,NGS,1997-07-21,,"HGR,TIE",AGRI,Y,KLXN,,Local,40.79042361111111,-99.77591416666667
447,12638.1*A,AIRPORT,42V,2022-03-24,ACE,NONE,NE,NEBRASKA,DUNDY,NE,BENKELMAN,JONES,PR,PU,STAN JONES,BOX 685,"BENKELMAN, NE 69021",308-423-2941,STAN JONES,BOX 685,"BENKELMAN, NE 69021",308-423-2941,040-03-28.9800N,144208.9800N,101-32-48.6000W,0365568.6010W,E,3126.0,E,09E,1985.0,,CHEYENNE,1.0,NW,37.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1954-11-01,O,,,NOT ANALYZED,,,,,S,S,1996-10-09,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,5.0,1.0,,,,,,,,,3000.0,300.0,,1996-10-09,,,,,,TIE,AGRI,Y,,,,40.05805,-101.54683361111111
448,12783.*A,AIRPORT,EAR,2022-03-24,ACE,NONE,NE,NEBRASKA,BUFFALO,NE,KEARNEY,KEARNEY RGNL,PU,PU,CITY OF KEARNEY,P.O. BOX 1180,"KEARNEY, NE 68848",308-233-3212,JAMES LYNAUGH,P.O. BOX 1180,"KEARNEY, NE 68848",308-234-2318,040-43-37.3500N,146617.3460N,099-00-24.3700W,0356424.3720W,E,2131.8,S,05E,2020.0,,OMAHA,4.0,NE,2500.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,EAR,Y,1943-03-01,O,I A S 11/2002,NGPY,NO OBJECTION,N,N,N,Y,S,F,2018-10-18,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.0,123.0,Y,CG,N,,25.0,3.0,3.0,2.0,0.0,0.0,0.0,2190.0,,550.0,10000.0,9000.0,30.0,2021-10-31,3RD PARTY SURVEY,2019-09-06,3RD PARTY SURVEY,2019-09-06,,"HGR,TIE","AFRT,AGRI,AMB,CHTR,INSTR,RNTL,SALES",Y-L,KEAR,Non-Hub,,40.727040555555554,-99.00676999999999
449,12785.2*A,AIRPORT,IBM,2022-03-24,ACE,NONE,NE,NEBRASKA,KIMBALL,NE,KIMBALL,KIMBALL MUNI/ROBERT E ARRAJ FLD,PU,PU,KIMBALL AIRPORT AUTHORITY,223 S CHESTNUT STREET,"KIMBALL, NE 69145-1219",(308) 249-2649,RYAN MCELROY,223 S CHESTNUT STREET,"KIMBALL, NE 69145-1219",(308) 249-2649,041-11-17.0000N,148277.0000N,103-40-38.6000W,0373238.6000W,E,4925.5,S,10E,2000.0,,CHEYENNE,3.0,S,342.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,IBM,Y,1947-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-05-15,,100LL A,,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,3650.0,2000.0,250.0,2019-05-15,NGS,1997-07-31,NGS,1997-07-31,,TIE,INSTR,Y,KIBM,,Basic,41.18805555555555,-103.67738888888888
450,12993.02*A,AIRPORT,87NE,2022-03-24,ACE,NONE,NE,NEBRASKA,YORK,NE,YORK,KNOX LANDING,PR,PR,WILBUR-ELLIS COMPANY,1309 RD 9,"YORK, NE 68467-8405",(402) 362-3558,MIKE ANDERSON,1309 RD 9,"YORK, NE 68467-8405",(402) 362-3558,040-48-33.0400N,146913.0380N,097-35-16.1800W,0351316.1810W,E,1638.0,E,07E,1985.0,,OMAHA,4.0,S,30.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,,N,1987-10-01,O,,,CONDITIONAL,,,,,2,N,,2017-02-03,100LL A,,,,,,,N,,,N,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,Y,,,,40.80917722222222,-97.58782805555555
451,12696.*A,AIRPORT,NE75,2022-03-24,ACE,NONE,NE,NEBRASKA,DAKOTA,NE,DAKOTA CITY,KRISTIJANTO AIRSTRIP,PR,PR,ANTON KRISTIJANTO,1 RIVER POINT DR,"DAKOTA CITY, NE 68731",402-987-9999,ANTON KRISTIJANTO,1 RIVER POINT DR,"DAKOTA CITY, NE 68731",402-987-9999,042-24-01.2300N,152641.2300N,096-25-50.4400W,0347150.4400W,E,1096.0,,,,,OMAHA,1.0,S,,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,,,2016-03-01,O,,,NO OBJECTION,,,,,,N,,2021-02-24,,,,,,,,N,,,,,,,1.0,,,,,,,,,,,,,,OWNER,2016-03-06,OWNER,2016-03-06,,,,,,,,42.40034166666667,-96.43067777777779
452,12805.22*A,AIRPORT,0F4,2022-03-24,ACE,NONE,NE,NEBRASKA,SHERMAN,NE,LOUP CITY,LOUP CITY MUNI,PU,PU,LOUP CITY AIRPORT AUTHORITY,PO BOX 29,"LOUP CITY, NE 68853-0029",308-390-1500,MIKE KING,PO BOX 29,"LOUP CITY, NE 68853-0029",308-390-1500,041-17-10.9000N,148630.9000N,098-59-24.1000W,0356364.1000W,E,2072.6,S,05E,2015.0,,OMAHA,1.0,NW,284.0,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,OLU,Y,1970-05-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2021-06-08,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,1250.0,250.0,,2021-06-08,3RD PARTY SURVEY,2014-06-19,3RD PARTY SURVEY,2014-06-19,,TIE,AGRI,Y-L,,,Basic,41.286361111111106,-98.99002777777777
453,12808.*A,AIRPORT,MCK,2022-03-24,ACE,NONE,NE,NEBRASKA,RED WILLOW,NE,MC COOK,MC COOK BEN NELSON RGNL,PU,PU,CITY OF MC COOK,BOX 1059,"MC COOK, NE 69001",308-345-2022,MR. NATE SCHNEIDER,BOX 1059,"MC COOK, NE 69001",308-345-2022,040-12-22.6000N,144742.6000N,100-35-31.5000W,0362131.5000W,E,2582.9,S,08E,1995.0,,OMAHA,2.0,E,667.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,MCK,Y,1946-05-01,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,2019-04-24,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,28.0,3.0,0.0,0.0,0.0,0.0,0.0,1500.0,,0.0,6000.0,9000.0,200.0,2019-03-31,3RD PARTY SURVEY,2010-11-11,3RD PARTY SURVEY,2010-11-11,,"HGR,TIE","AGRI,AMB,CHTR,INSTR,RNTL,SALES",Y-L,KMCK,,Local,40.206277777777785,-100.59208333333332
